2	941	2074	1020	536
2	995	2101	1018	536
3	1018	2089	998	537
2	1100	2048	1013	551
2	994	2006	1000	560
2	1054	1877	949	503
3	950	1842	878	483
3	906	1855	916	504
3	911	1972	963	483
2	801	1816	976	511
2	931	1891	938	518
3	940	1844	961	459
2	926	1915	949	497
2	896	1877	926	496
2	875	1945	911	487
2	927	1851	973	544
3	938	1823	899	497
3	965	1887	883	457
2	958	1840	926	551
3	966	1853	938	511
2	962	1968	974	500
2	926	1905	945	492
2	940	1859	985	505
3	929	1904	948	473
2	944	1848	937	495
3	997	1954	920	491
2	941	1839	949	497
2	965	1954	984	489
2	873	1814	929	464
2	938	1838	864	485
3	993	1931	885	523
4	972	1813	957	519
2	969	1943	954	498
2	913	1940	974	513
1	893	1880	957	478
2	929	1952	946	441
2	883	1757	976	504
2	995	1878	922	516
2	937	1966	969	478
2	933	1897	962	480
2	977	1803	920	516
2	963	1830	903	527
3	933	1849	918	513
3	874	1890	964	510
4	957	1938	940	502
2	857	1905	1006	484
2	883	1835	951	476
2	914	1871	917	491
2	953	1821	928	484
2	1019	1836	993	487
