19	41	120	39	65
23	37	114	48	65
24	35	125	46	60
22	35	130	40	66
22	38	129	43	61
23	41	121	37	61
28	36	120	42	59
23	38	124	36	61
18	42	127	42	60
18	41	126	41	59
18	35	138	34	59
17	38	136	40	65
22	36	134	34	66
17	44	120	41	64
23	35	122	41	59
16	45	128	39	66
26	38	144	34	69
17	43	130	33	59
23	40	136	41	69
20	45	130	43	63
24	40	140	42	61
18	46	143	41	63
19	40	116	41	59
28	36	139	44	60
24	41	126	46	60
23	42	134	41	66
24	38	123	43	65
22	41	121	32	63
17	35	122	38	60
17	41	135	41	64
18	39	114	43	66
24	38	132	33	59
23	36	117	40	72
22	36	135	33	59
21	35	126	41	66
25	36	134	48	63
16	40	126	45	65
17	38	126	40	61
21	40	137	33	60
17	43	143	41	62
18	43	130	41	68
16	43	127	33	64
22	36	137	39	70
24	35	128	36	65
17	41	121	46	75
17	42	134	38	61
18	44	126	32	65
24	41	127	37	61
24	39	124	44	62
17	42	126	32	66
