1	17	35	15	11
0	19	32	19	9
0	14	33	19	10
0	20	34	21	12
1	22	38	20	10
1	19	37	19	13
0	20	41	20	9
1	21	36	18	10
1	21	42	19	9
1	22	35	20	10
0	20	42	18	8
1	19	38	18	11
0	22	37	21	11
0	20	38	20	12
0	21	38	19	12
1	21	39	18	10
0	20	35	22	12
0	22	41	18	10
1	19	40	19	9
1	20	40	21	12
0	22	40	18	11
1	20	38	20	12
1	21	39	21	10
0	22	34	21	8
1	17	31	17	9
0	15	30	16	7
1	16	30	17	8
0	16	31	16	8
0	14	31	16	8
0	14	30	16	8
0	15	31	14	8
0	13	30	15	7
0	15	28	15	7
0	13	31	13	7
0	13	31	14	7
0	17	27	14	7
1	14	27	13	8
0	13	28	13	9
1	12	28	12	7
0	13	27	13	8
0	14	33	36	15
1	25	46	19	9
0	21	33	17	8
1	15	28	15	6
1	14	26	14	7
0	13	26	13	6
0	13	26	13	6
1	13	26	14	6
0	13	25	16	8
0	13	26	15	7
