391	803	3039	810	1493
454	921	3110	893	1532
442	932	3118	886	1578
477	929	3201	972	1583
437	895	3191	886	1582
463	923	3161	929	1540
460	948	3223	994	1579
465	942	3200	912	1550
485	987	3240	987	1697
563	1067	3775	1103	1725
529	980	3400	996	1660
524	1028	3324	1052	1688
497	1024	3271	987	1618
489	1025	3356	1043	1639
483	972	3510	978	1507
482	989	3316	916	1741
489	984	3267	1012	1627
469	906	3275	964	1605
462	937	3372	921	1684
508	999	3136	995	1633
513	942	3204	996	1526
447	876	3068	920	1595
503	941	3325	1017	1667
486	1006	3180	894	1621
516	971	3307	953	1551
433	935	3243	865	1587
485	1031	3430	937	1535
470	981	3349	990	1634
536	1036	3262	1002	1652
452	942	3111	925	1612
631	1050	3415	976	1598
522	962	3318	959	1754
505	1015	3496	1012	1576
485	969	3479	1039	1667
489	931	3183	970	1612
509	1010	3470	1135	1642
479	988	3325	985	1599
469	956	3196	1018	1653
470	987	3303	932	1642
490	1031	3542	1044	1577
500	1030	3500	951	1589
472	926	3136	980	1605
554	1023	3421	1040	1686
465	969	3195	1020	1774
526	985	3447	1010	1687
493	999	3360	973	1599
484	1049	3385	968	1612
486	1005	3493	1073	1689
511	978	3408	978	1633
491	972	3276	933	1595
