3	1454	3037	596	725
2	1476	2927	586	701
2	1425	3021	602	714
5	1422	2998	633	723
4	1424	3036	600	723
3	1366	2828	561	699
5	1400	2939	578	716
3	1387	2896	581	696
2	1458	3048	580	725
5	1401	3003	605	739
2	1356	2829	612	696
2	1345	2793	596	704
2	1400	3060	582	724
2	1422	3026	591	733
3	1405	2887	581	730
3	1391	2856	578	725
2	1373	2860	595	713
2	1401	2917	594	733
3	1406	2922	601	698
3	1418	2979	612	742
5	1424	2960	607	725
2	1357	2937	600	715
4	1364	2964	596	718
3	1417	2857	600	735
3	1409	2966	615	709
2	1436	2872	590	707
3	1363	2966	591	714
3	1396	2972	823	805
2	1461	3074	570	732
2	1398	2870	590	738
3	1429	2950	590	697
3	1406	2947	585	763
3	1388	2977	615	739
2	1351	2889	580	756
5	1372	2959	588	739
2	1438	2894	600	709
3	1397	2946	584	742
2	1429	2944	598	746
3	1352	2888	604	727
2	1380	2924	588	724
2	1424	2980	605	744
2	1414	2915	597	734
3	1425	2965	596	741
5	1390	2926	573	724
2	1428	2935	620	725
5	1417	2948	626	747
3	1398	2877	606	729
2	1372	2887	609	716
3	1416	2884	601	705
2	1412	2991	594	726
