0	4	7	1	3
0	3	5	2	1
0	2	6	1	2
0	3	6	1	1
0	3	6	3	2
0	3	7	1	2
0	3	6	1	2
0	3	6	1	2
0	4	6	1	1
0	4	5	2	1
1	3	5	2	1
1	2	7	1	2
0	4	5	2	2
0	3	6	1	2
0	3	6	2	1
0	3	6	1	2
0	3	5	2	1
1	2	7	2	2
0	3	5	1	2
0	3	6	2	1
0	2	7	4	2
0	3	5	1	2
1	3	6	1	2
0	3	6	1	2
0	3	5	1	2
0	3	6	2	1
0	2	6	1	2
0	4	6	1	2
0	2	7	2	1
0	3	5	1	1
0	3	5	1	1
0	3	6	1	2
0	3	6	2	4
0	3	6	2	1
1	3	5	2	1
1	2	6	1	2
0	3	6	2	1
1	2	6	1	2
0	3	6	3	2
0	4	5	1	2
0	3	6	1	2
1	2	6	2	3
0	5	6	3	3
0	3	6	3	1
1	3	5	1	2
0	4	5	2	1
0	3	5	2	2
0	3	5	2	2
0	3	6	1	2
0	3	6	1	2
