1	308	673	158	170
1	296	662	151	160
1	357	712	163	166
1	324	706	152	170
1	329	767	155	165
3	516	770	158	192
2	365	781	153	167
2	346	690	142	186
2	354	700	157	179
3	336	724	146	160
3	325	695	145	164
2	323	673	149	179
1	339	682	149	169
1	334	665	146	180
1	326	652	139	170
2	312	665	146	164
1	309	667	153	175
1	329	684	147	185
1	381	683	137	190
1	324	684	143	150
1	345	730	143	170
3	324	682	140	180
1	319	710	136	163
1	323	681	140	162
1	314	695	144	162
1	330	696	140	162
3	325	697	162	164
1	321	668	158	172
1	326	687	146	168
3	314	690	142	157
1	316	681	154	164
3	329	658	158	165
2	316	666	141	170
3	323	687	158	170
1	307	647	131	172
2	334	711	136	177
1	359	695	146	181
2	356	723	154	185
2	347	711	137	176
1	333	667	138	157
1	295	670	153	157
2	350	725	134	163
1	307	633	139	156
3	310	641	144	169
1	356	725	155	176
2	338	703	146	178
1	341	652	142	167
1	348	672	130	155
2	303	656	130	161
1	313	640	139	160
