7	11	35	9	21
4	11	31	12	15
4	10	38	12	15
5	16	30	13	14
4	9	30	8	16
9	12	38	9	21
4	10	35	9	15
4	10	29	10	21
5	11	30	16	16
6	9	36	9	20
7	10	31	11	20
5	12	36	9	15
4	12	34	12	14
10	12	36	9	15
5	13	36	12	18
5	10	29	13	15
5	9	41	9	15
6	12	29	17	15
5	13	32	11	22
6	14	38	10	19
5	10	36	10	17
5	10	33	11	15
5	8	30	16	20
6	9	39	10	19
6	10	31	13	17
4	9	42	9	17
4	11	39	9	14
7	11	30	17	15
10	13	36	10	20
6	9	31	12	20
6	10	36	11	20
7	9	32	9	15
5	12	35	12	15
10	15	34	11	19
5	11	36	12	18
4	10	28	17	18
6	10	36	8	21
11	10	37	9	18
9	10	35	12	16
5	10	31	11	14
5	9	30	17	15
7	9	32	13	15
4	11	36	9	20
7	9	31	12	15
6	11	35	10	15
5	15	29	10	15
7	9	33	15	15
4	11	42	9	15
5	14	36	12	17
5	12	31	13	15
