1637	3249	11601	3315	6030
1953	3857	12505	4011	6207
1900	3871	12638	3907	6250
1900	3827	13665	4217	6978
2070	4174	13729	4501	6762
2097	4159	13532	4365	6645
2045	4179	13314	4070	6729
2181	4294	13913	4622	6841
2218	4214	12935	4181	6653
2175	4045	13439	4512	6397
2089	4007	13757	4294	6421
2223	4297	13321	4121	7033
2111	4181	13365	4331	6721
2102	4219	13756	4439	6803
2024	4115	13752	4159	6662
2217	4200	13322	4307	6740
2061	4316	13791	4532	6627
2144	4261	13979	4347	6718
2210	4543	13736	4293	6830
1925	4222	13516	4438	7123
2202	4086	14286	4450	7006
2069	4086	13878	4286	6457
2181	4503	14444	4312	6728
2019	4074	14015	4485	7082
2218	4451	14390	4408	6593
1997	4243	13737	4310	6816
2276	4642	14937	4668	6992
2186	4420	14223	4588	7000
2204	4389	13072	4193	6552
2012	4055	12745	4255	6446
1977	3937	12695	4041	6364
1978	4131	12763	4228	6351
2016	4056	12867	4201	6475
2012	4019	12759	4157	6781
2031	4037	12631	4084	6340
2028	3957	12677	4186	6315
1908	3907	13450	4539	6863
2082	4140	13413	4076	6655
1913	3968	12742	4073	6275
2044	4034	13041	4107	6430
2001	3967	12904	4208	6601
2061	4444	13269	4244	6432
2018	4055	12812	4174	6430
2047	4186	13115	4397	6456
2028	4017	12794	4173	6351
1977	4071	12876	4202	6358
1947	3982	12747	3993	6464
2053	4032	12732	4213	6374
1910	4005	12821	4020	6392
2062	4011	12404	4068	6345
1658	3346	11779	3279	6167
1887	3813	12370	3839	6231
1941	3892	12543	4074	6217
1964	3887	12547	4048	6294
1978	3957	12610	4093	6296
1958	3884	12583	4071	6285
1910	3872	12617	4035	6256
1900	3889	12595	3906	6230
1962	3901	12555	4056	6307
1922	3867	12466	4048	6275
1958	3855	12665	4114	6275
2004	3900	12539	4148	6261
1938	3860	12522	4122	6274
1959	3972	12620	4072	6324
2107	4160	13564	4090	6297
2071	4135	13643	4093	6345
1865	3796	12491	4008	6222
1955	3918	12547	4117	6241
1951	3898	12508	4009	6317
1973	3832	12515	4037	6248
1953	3887	12511	4154	6307
1931	3937	12637	4061	6258
1983	3923	12600	4182	6308
2015	3925	12619	4065	6296
1997	3901	12555	4134	6399
1972	3904	12514	4150	6235
1921	3927	12623	4084	6250
1965	3839	12550	4085	6305
1997	3951	12483	4071	6261
1895	3919	12490	4071	6275
1898	3900	12482	4087	6298
1973	3899	12567	4126	6144
1951	3916	12558	4056	6349
1848	3781	12553	3750	6253
1972	3939	12692	4099	6220
1976	3836	12556	3936	6325
1962	3966	12592	4191	6207
1973	3897	12669	4079	6371
1949	3915	12624	4092	6274
1947	3883	12533	4030	6337
1867	3854	12557	3937	6330
1921	3850	12806	4162	6695
2004	4088	13137	4322	6380
2055	4093	12845	4105	6230
1888	3895	12663	4051	6219
1981	3875	12713	4022	6359
1986	4018	12871	4168	6201
1994	3967	12680	4214	6265
1893	3844	12770	3887	6268
2004	3985	12743	4140	6346
