1	452	983	510	259
1	478	951	492	270
2	528	974	461	254
3	517	975	485	265
2	467	949	477	261
2	489	913	474	250
2	469	951	516	267
1	482	942	475	255
2	472	947	478	262
2	495	974	503	287
2	480	944	478	260
3	466	977	487	269
1	484	947	477	248
2	454	885	461	260
2	449	895	440	230
2	444	892	444	246
2	439	926	438	239
1	440	903	430	234
2	448	902	443	233
2	451	892	438	240
2	444	917	455	231
1	434	913	440	239
2	460	877	457	239
2	455	736	288	144
1	426	596	280	152
2	302	591	297	161
3	290	606	303	141
3	300	609	284	166
1	302	600	290	164
2	294	598	299	153
2	296	585	370	222
2	387	767	374	149
1	275	713	405	212
1	400	720	380	208
2	400	826	375	217
2	416	815	423	236
1	418	804	435	218
2	401	785	368	212
1	409	823	365	207
2	409	797	438	238
2	452	841	422	213
1	402	779	393	246
2	437	872	400	237
2	442	838	407	200
1	352	688	328	181
1	337	887	431	204
2	418	859	424	239
2	425	732	367	213
1	388	794	441	240
3	445	848	402	224
