3	1774	3752	1853	993
3	1838	3594	1827	969
4	1803	3616	1666	918
3	1587	3321	1702	904
2	1619	2961	1595	876
3	1718	3281	1663	887
3	1717	3344	1635	850
4	1622	3275	1671	849
3	1689	3366	1643	912
4	1715	3294	1718	827
2	1641	3299	1686	894
4	1671	3374	1703	913
2	1701	3299	1668	867
4	1750	3421	1558	893
4	1656	3468	1559	898
2	1615	3452	1734	823
3	1651	3328	1683	805
3	1649	3451	1643	798
2	1581	3380	1699	905
4	1646	3345	1646	917
4	1602	3318	1717	787
2	1540	3446	1490	850
3	1725	3402	1688	910
5	1768	3391	1800	979
4	1546	3237	1692	845
3	1608	3246	1605	834
3	1714	3382	1758	856
2	1601	3318	1720	900
4	1591	3442	1690	841
3	1604	3282	1692	930
5	1556	3406	1788	784
3	1724	3335	1642	907
2	1728	3220	1728	926
4	1561	3452	1723	826
3	1718	3348	1644	884
2	1683	3335	1682	898
3	1741	3373	1695	810
3	1769	3413	1666	877
2	1734	3325	1688	909
4	1661	3243	1727	922
4	1715	3512	1621	894
4	1740	3350	1631	860
4	1685	3398	1715	896
3	1647	3397	1644	952
4	1736	3256	1603	866
3	1754	3319	1703	876
4	1637	3384	1706	839
5	1724	3403	1755	889
3	1717	3417	1726	853
2	1542	3367	1717	809
