3	718	1445	305	377
2	703	1461	299	364
2	815	1638	332	415
3	780	1669	324	406
2	796	1773	349	400
4	758	1628	315	388
1	768	1672	339	388
2	803	1666	378	446
2	841	1935	439	498
3	825	1759	365	434
2	821	1742	343	404
3	724	1560	334	361
2	770	1590	321	404
1	769	1571	333	398
2	808	1593	342	413
4	837	1588	316	402
2	755	1561	314	395
1	759	1561	327	377
1	767	1609	315	388
2	751	1569	320	392
1	744	1622	335	399
1	781	1568	330	392
1	752	1531	313	410
1	770	1589	324	396
2	775	1648	325	401
1	763	1559	346	407
1	764	1619	310	375
2	745	1616	338	394
5	761	1633	306	404
2	801	1622	339	418
4	776	1626	339	418
1	784	1604	327	405
2	764	1665	316	390
1	784	1575	306	386
2	746	1596	318	410
1	762	1612	343	405
2	771	1600	323	414
1	759	1668	337	403
2	778	1604	320	392
1	766	1630	305	397
2	778	1593	358	408
1	800	1628	341	390
2	793	1641	336	403
3	779	1583	343	405
3	751	1608	330	385
2	776	1621	339	420
2	758	1665	325	397
1	790	1617	336	385
2	765	1618	348	398
2	762	1622	361	416
